id,name,percent_any_financial_aid,percent_any_grant_aid,average_amount_any_grant_aid,percent_federal_grant_aid,average_amount_federal_grant_aid,percent_pell_grant_aid,average_amount_pell_grant_aid,percent_other_grant_aid,average_amount_other_grant_aid,percent_state_grant_aid,average_amount_state_grant_aid,percent_institutional_grant_aid,average_amount_institutional_grant_aid,percent_any_loan_aid,average_amount_any_loan_aid,percent_federal_loan_aid,average_amount_federal_loan_aid,percent_other_loan_aid,average_amount_other_loan_aid
156125,Wichita State University,90,90,5461,39,4713,39,4291,20,809,19,1043,66,4345,47,5409,47,5287,1,5687
156286,Bellarmine University,100,100,21942,31,5416,31,4233,31,1207,65,4279,100,17481,68,6568,68,5419,11,7132
156356,Brescia University,98,97,14253,58,4945,58,3945,56,1032,73,3578,96,8744,74,6185,73,6219,1,3420
157076,Kentucky Wesleyan College,95,95,14633,57,4445,50,4156,46,1013,60,4378,95,9182,77,5553,77,5251,3,7902
157085,University of Kentucky,75,68,7676,26,4875,25,4054,23,1008,59,2376,45,5837,46,6074,46,5179,4,11749
157289,University of Louisville,97,94,8281,32,4793,32,3976,29,890,80,2095,55,8380,45,5506,45,5032,2,10322
157748,The Southern Baptist Theological Seminary,64,44,1891,0,,0,,0,,0,,44,1891,20,10354,0,,20,10354
157757,Spalding University,98,97,10885,62,4636,62,4174,34,844,83,3504,89,5410,84,6073,84,5853,2,10800
157793,Sullivan University,96,87,3891,71,3099,71,2900,54,292,43,2028,44,710,88,6767,88,5233,19,7177
157818,Transylvania University,100,100,17901,28,4842,28,3641,28,1201,81,4236,100,13087,66,6426,66,5835,4,9898
157951,Western Kentucky University,96,92,6022,45,4740,45,4265,28,760,77,2296,27,5929,60,5700,59,5499,2,7661
158477,Centenary College of Louisiana,99,99,19309,48,5137,48,4279,46,897,60,3529,99,14686,72,5687,69,5615,3,7288
158802,Dillard University,98,98,11016,87,4865,87,4309,78,624,53,1486,95,6075,95,7594,93,7634,2,5394
159656,Loyola University-New Orleans,99,99,20156,33,5479,33,4278,31,1300,36,3259,98,17154,63,6434,63,5643,5,11016
159717,McNeese State University,94,89,5854,41,4886,41,4390,29,711,77,2739,33,3230,34,4773,34,4749,0,10000
159939,University of New Orleans,89,82,6821,42,4762,42,4154,27,971,75,3314,31,3465,39,4880,39,4644,2,6526
159948,New Orleans Baptist Theological Seminary,95,84,757,0,,0,,0,,8,3030,81,479,11,5700,0,,11,5700
159966,Nicholls State University,94,88,6388,38,4908,38,4326,31,774,81,3133,31,3787,42,4647,42,4569,1,4898
159993,University of Louisiana-Monroe,97,97,6348,50,5158,50,4528,43,746,80,2720,47,2982,90,2714,90,2694,1,3510
160065,Our Lady of Holy Cross College,100,87,5742,51,4730,51,4258,40,603,56,2748,20,5164,71,5698,71,5698,0,
160621,Southern University and A & M College,98,91,5341,89,3667,78,4102,12,850,49,1858,18,3541,24,5017,23,5059,0,2182
160630,Southern University at New Orleans,97,97,5570,88,5115,88,5053,11,504,29,870,15,4056,72,5936,72,5936,0,
160658,University of Louisiana at Lafayette,90,85,5545,38,4679,38,4181,28,686,80,2838,30,2274,33,4643,33,4643,0,
160755,Tulane University of Louisiana,84,81,25005,13,5843,13,3978,11,2149,12,3506,80,24025,42,8111,42,6991,3,16644
160904,Xavier University of Louisiana,98,91,7384,66,5342,66,2354,63,3167,44,1401,66,3930,81,5846,79,5850,2,5689
160977,Bates College,44,40,33948,13,4886,13,4274,11,750,5,645,40,32283,25,5926,25,4393,2,20634
161165,Husson University,95,88,8290,54,5795,54,3980,44,2224,42,1126,81,4549,79,7194,79,5782,15,7586
161457,University of New England,100,100,15235,30,4232,30,3761,20,747,22,878,100,13775,87,10396,86,6781,22,14220
161509,Maine College of Art,100,100,14135,43,5356,43,4095,43,1261,32,804,100,11584,98,7093,87,6299,11,13368
161554,University of Southern Maine,87,69,5730,53,4270,45,3944,51,1021,38,1095,41,3129,75,10119,75,8559,12,10267
161873,University of Baltimore,92,92,5147,76,3561,57,4437,19,992,34,2683,56,1967,51,5841,50,5762,1,12000
162283,Coppin State University,90,79,7284,70,5196,70,4566,42,1034,29,2887,19,6599,65,6660,65,6478,2,7311
162654,Goucher College,82,77,19597,20,4681,20,3926,13,1350,5,7952,77,17873,52,7184,52,5243,7,15155
162760,Hood College,100,98,20198,29,5769,28,4034,29,1821,31,4183,98,17170,81,9938,79,9781,3,9115
162928,Johns Hopkins University,65,53,29595,15,5494,12,4246,15,2165,4,3726,51,28582,41,5809,40,4398,4,16496
163046,Loyola University Maryland,73,66,24340,14,6310,14,3731,14,2814,5,2882,66,22989,55,7642,55,5698,31,3629
163295,Maryland Institute College of Art,96,96,14225,23,5427,23,4274,21,1256,10,5101,96,12386,65,7835,64,5519,9,17441
163453,Morgan State University,94,73,7407,60,5021,58,4365,14,3357,23,3270,26,6220,82,6829,81,6106,5,12485
163578,Notre Dame of Maryland University,99,99,19642,51,6264,50,4569,50,1799,44,4574,99,14389,76,7039,76,6728,3,11670
163921,Sojourner-Douglass College,60,60,6772,60,4802,58,4736,38,413,7,1988,60,1752,60,4969,60,4969,0,
164076,Towson University,74,45,7602,22,4538,21,3990,18,818,16,2948,37,5309,54,6421,53,5329,4,13673
164438,New England College of Business and Finance,75,75,1770,25,3475,25,3475,0,,0,,50,917,67,11975,67,11975,0,
164447,American International College,100,100,20157,57,4949,57,4630,14,1289,43,1694,99,16767,92,7262,92,6021,10,10971
164562,Assumption College,97,96,17747,23,5342,22,3963,19,1710,19,1772,96,16143,77,6976,77,5714,9,11045
164614,Boston Baptist College,100,100,5022,41,4483,41,4358,17,300,3,400,100,3153,83,6378,83,5961,7,5000
164720,Becker College,100,100,14703,48,5823,48,4397,45,1541,37,1401,99,11447,90,8046,90,5903,16,11836
164739,Bentley University,70,70,23031,16,6164,16,4371,16,1817,12,2668,68,21760,58,6829,58,6066,4,10957
164748,Berklee College of Music,76,63,13175,18,5289,18,4124,14,1567,4,960,62,11775,45,12046,45,6476,10,26130
164872,Boston Architectural College,90,49,5826,41,5021,41,3957,24,1809,27,1064,10,4864,88,8483,88,7130,22,5412
164924,Boston College,63,47,30844,17,5626,16,4086,16,1642,7,948,46,29050,49,4292,49,4268,0,2978
164933,The Boston Conservatory,87,65,16277,21,5794,21,4474,20,1425,2,314,57,16352,65,11335,62,5734,12,31766
164988,Boston University,65,57,24937,17,6458,17,4090,17,2401,6,2164,55,23635,52,9652,52,6625,9,18116
165015,Brandeis University,68,60,27680,20,5677,19,4231,20,1509,6,2361,59,26075,55,6093,55,4976,9,6563
165167,Cambridge College,84,68,4722,63,4386,63,3868,37,888,26,1210,11,1350,79,6023,79,5489,5,8000
165334,Clark University,91,89,21060,19,6259,19,4030,19,2288,13,1012,89,19585,65,6080,64,5387,4,11161
165644,Eastern Nazarene College,100,100,14828,47,4768,46,3905,47,910,34,1261,100,12168,84,6881,84,5692,11,9453
165662,Emerson College,73,53,18143,14,5318,14,3868,13,1619,8,1096,51,17280,59,8597,58,5592,10,17338
165671,Emmanuel College,99,99,17990,37,5637,35,4013,36,1870,30,2436,99,15183,82,8178,81,6066,12,14418
165866,Framingham State University,84,61,4370,28,4776,28,4065,24,822,53,1660,38,1218,75,6276,74,5872,4,8579
166027,Harvard University,81,70,35673,18,7372,18,4264,14,3866,4,1898,66,35758,11,4857,3,4531,9,4112
166124,College of the Holy Cross,73,53,29654,20,6442,20,4108,19,2400,14,2476,51,27199,54,6722,53,6031,2,18360
166391,Lasell College,84,83,15351,28,4990,28,4170,21,1109,22,1524,82,13348,78,8551,77,5528,17,14406
166452,Lesley University,97,94,14446,29,4638,29,4169,4,3219,20,1692,94,12647,84,7543,83,5833,12,12468
166638,University of Massachusetts-Boston,84,70,7595,43,5214,43,4195,40,1121,59,2054,53,3400,67,5272,67,4839,3,8725
166656,Massachusetts College of Pharmacy and Health Sciences,88,78,11965,45,5887,45,4692,37,1465,33,1353,75,8197,87,14233,87,7045,47,13349
166674,Massachusetts College of Art and Design,87,65,7685,31,4753,31,4218,9,1855,36,2827,59,4279,75,6554,73,5612,8,9623
166683,Massachusetts Institute of Technology,88,65,32550,29,7460,19,4159,28,4872,3,1897,61,31369,28,5561,27,4829,2,12584
166948,Mount Ida College,97,97,12465,44,5128,44,4095,30,1546,26,1495,96,9735,85,9487,83,5757,26,12431
166984,School of the Museum of Fine Arts-Boston,95,95,13117,32,4800,32,4441,11,1013,10,1708,95,11314,70,7233,70,5754,7,14366
167057,The New England Conservatory of Music,95,95,17865,37,5022,27,4212,36,1949,5,913,95,15861,56,9252,56,5860,11,17977
167358,Northeastern University,84,81,19302,13,7230,13,4236,12,3266,8,1224,80,18049,53,6380,53,6380,0,
167677,Saint John's Seminary,100,100,20000,0,,0,,0,,0,,100,20000,0,,0,,0,
167783,Simmons College,92,91,16054,28,5630,28,3705,28,1925,20,1883,91,13905,77,9969,76,5517,20,16895
167899,Springfield College,96,93,14506,22,6104,22,3851,21,2413,14,1868,93,12758,83,8189,83,6169,14,12144
168005,Suffolk University,79,75,15613,32,5077,32,4154,28,1057,26,1796,74,12973,69,7007,68,5510,7,16445
168227,Wentworth Institute of Technology,97,95,9662,32,4107,32,3859,7,1140,23,1088,95,8033,88,5322,88,4707,3,16042
168254,Western New England University,99,98,15456,28,5006,28,3850,26,1279,17,958,98,13824,82,8634,82,6152,13,15492
168290,Wheelock College,100,100,16635,38,4899,38,3985,32,1131,31,1788,100,14185,85,9808,83,5865,27,13044
168421,Worcester Polytechnic Institute,99,98,17843,15,7259,15,3860,14,3606,11,862,98,16608,66,11062,65,6981,20,13580
168430,Worcester State University,87,65,4612,29,4561,29,3826,29,768,57,1927,42,1352,71,6193,70,5085,10,8190
168786,Aquinas College,99,99,16562,41,4971,41,3844,41,1126,69,1431,99,13529,75,6419,75,5333,10,8504
169080,Calvin College,99,98,12151,30,4882,29,3696,29,1340,35,1460,98,10195,62,7282,62,5659,10,10380
169327,Cleary University,91,77,4116,68,3480,68,3368,18,418,18,1616,36,1414,77,3647,77,3647,0,
169363,Concordia University-Ann Arbor,77,77,16290,52,5466,52,4410,28,1952,50,995,77,11933,75,6608,75,5942,9,5862
169442,College for Creative Studies,98,97,12732,38,4257,38,3894,17,814,58,1515,97,10213,74,8757,73,5993,14,14332
169716,University of Detroit Mercy,97,97,22264,38,5248,35,3810,38,1815,53,1456,97,19415,65,7233,65,6354,6,10056
169983,Kettering University,99,99,14999,34,5664,34,4154,30,1710,44,1448,97,12645,73,9086,72,5782,18,13788
170000,Grace Bible College,100,100,7294,64,4626,64,3961,60,707,60,1807,100,3236,85,6874,85,5902,9,8750
170037,Cornerstone University,100,100,14084,52,4904,50,4108,47,992,56,1785,100,10546,93,8041,93,7253,9,8356
170301,Hope College,93,92,13300,24,4951,22,3570,24,1674,39,1456,91,11401,60,7255,60,5752,7,12951
170532,Kalamazoo College,98,96,18641,18,5923,18,4019,18,1903,32,1419,93,17599,54,6156,52,5769,2,15978
170675,Lawrence Technological University,94,93,12586,38,4676,38,4377,12,1063,61,2115,79,10906,62,7286,62,6153,5,14025
170806,Madonna University,86,80,7311,30,4519,30,4203,11,840,45,1624,62,6096,57,6076,56,5880,1,13319
170842,Marygrove College,100,98,12091,78,5561,78,4963,75,621,62,2018,92,6762,90,9215,90,9215,0,
170976,University of Michigan-Ann Arbor,64,49,12800,18,6098,15,4391,17,2524,14,670,47,10851,37,6502,37,5380,3,13075
171137,University of Michigan-Dearborn,90,72,6797,42,5757,42,4944,32,1087,14,599,66,3592,68,5231,68,5145,1,5678
171146,University of Michigan-Flint,82,58,5987,44,4920,44,4518,16,1144,10,706,42,2953,62,5859,62,5561,3,7218
172033,Sacred Heart Major Seminary,100,100,10201,100,2700,100,2600,100,100,0,,100,7501,100,1742,100,1742,0,
172644,Wayne State University,90,82,7593,58,5245,58,4877,31,687,11,773,76,4081,58,5975,58,5874,1,7221
172699,Western Michigan University,88,63,6933,36,4912,35,4313,29,749,10,613,60,4297,77,7150,77,5828,9,11237
173045,Augsburg College,100,99,18125,53,4828,53,4233,27,1152,53,3194,98,13954,89,7219,87,6043,12,9819
173328,Concordia University-Saint Paul,100,100,16649,49,4961,48,4030,29,1736,42,3789,99,12654,79,7292,79,5665,12,11427
173665,Hamline University,97,96,19539,42,5910,42,4224,41,1742,45,3137,96,15503,78,7450,78,6335,10,9110
173887,The Art Institutes International-Minnesota,96,85,5555,58,4328,57,3994,44,534,44,2312,74,1631,85,10262,85,6690,25,12160
173902,Macalester College,83,78,28608,18,6464,18,4262,18,2203,4,3098,78,26959,62,5730,56,5376,9,5939
174020,Metropolitan State University,83,67,4731,61,4554,61,4278,25,677,44,833,0,,44,4770,44,4770,0,
174066,University of Minnesota-Twin Cities,93,88,5644,23,5418,23,4265,23,1181,65,2244,59,3808,53,6595,52,5537,7,8816
174127,Minneapolis College of Art and Design,97,89,12680,32,3679,32,3115,16,1161,22,3039,89,10591,96,6635,96,5385,12,9912
174206,Crossroads College,94,94,7754,76,2821,76,2677,29,375,76,4291,94,1975,88,7319,88,6986,6,5000
174233,University of Minnesota-Duluth,98,97,5131,27,4848,27,4028,24,930,89,2163,49,3598,66,6938,65,5639,9,9978
174437,North Central University,99,99,6925,45,4563,45,3934,35,807,29,2906,99,4012,85,7611,85,6012,18,7627
174507,Northwestern Health Sciences University,78,56,6010,56,5355,56,4830,44,656,44,719,22,200,78,13836,78,11553,11,15984
174783,Saint Cloud State University,83,49,5091,36,4620,36,3913,30,863,36,1208,13,2935,68,7203,67,5546,18,6536
174899,The College of Saint Scholastica,99,98,16218,36,5198,35,3773,31,1856,36,3088,97,13370,72,9864,71,6155,26,10408
174914,University of St Thomas,99,97,16486,21,5049,21,3730,20,1388,22,3067,97,14754,64,8822,63,5931,64,2934
174932,College of Visual Arts,98,98,10097,46,5247,46,4712,35,704,41,3316,98,6245,93,7811,93,5607,19,11020
175005,St Catherine University,99,99,18846,65,5674,54,4424,61,2151,53,3107,99,13442,85,6978,85,6271,6,10399
175421,Belhaven University,81,81,12707,42,4628,42,4070,24,969,17,954,81,10100,54,6174,54,6174,0,
175856,Jackson State University,95,89,8324,76,5715,76,5166,42,1002,12,2379,41,6786,77,8327,77,8179,1,12606
175980,Millsaps College,100,100,21408,21,5609,21,4014,21,1595,29,1258,100,19838,54,5940,54,5651,2,8389
176372,University of Southern Mississippi,95,85,7367,54,4894,52,4607,33,789,33,847,58,5726,67,7364,67,7261,1,6277
176406,Tougaloo College,98,90,11170,85,6396,85,5793,68,750,18,600,44,10316,42,6167,40,6291,3,4200
176479,William Carey University,91,89,9800,89,4208,67,4100,30,3421,78,1600,72,5221,73,4330,71,4301,2,5200
176628,Avila University,98,98,14507,44,4568,44,4173,24,720,40,1963,97,11816,81,8594,81,7755,8,8776
176664,Baptist Bible College and Graduate School,90,54,4950,54,4865,54,4152,41,941,0,,2,2800,77,5592,77,5415,2,8300
176789,Calvary Bible College and Theological Seminary,100,89,4928,61,4837,61,3915,14,3920,0,,46,3151,64,6343,64,6055,4,5200
176938,Central Bible College,60,45,4836,40,4199,40,4104,8,447,0,,13,3670,55,6690,54,6524,1,10800
177038,Cleveland Chiropractic College,80,40,6174,40,6174,40,5963,40,211,0,,0,,80,15951,80,9063,20,27552
177065,Columbia College,83,75,7807,62,5129,62,5040,6,893,24,1948,21,10676,65,6660,64,6513,1,9033
177162,DeVry University-Missouri,97,93,5199,81,4608,81,4272,24,1120,1,1200,40,2769,92,7995,92,7740,4,5777
177214,Drury University,67,61,8606,51,4581,42,2979,45,2423,30,2871,42,5033,45,4751,44,4476,2,12500
177339,Evangel University,98,94,9071,48,4897,48,4046,37,1104,2,2362,91,6680,91,7173,91,6301,10,7908
177551,Harris-Stowe State University,98,98,4966,96,4385,92,4221,41,764,22,917,28,1613,87,3872,87,3872,0,
177746,Kansas City Art Institute,100,100,17796,44,5815,44,4375,40,1584,22,2052,100,14773,78,7202,78,6241,7,10458
177940,Lincoln University,97,87,5478,74,4665,74,4472,20,705,34,753,28,3970,75,5972,74,5941,1,4804
177968,Lindenwood University,99,97,8708,32,4122,32,3799,13,809,28,1980,94,6980,67,5672,67,5403,3,7131
178208,Midwestern Baptist Theological Seminary,84,68,3251,43,3877,43,3689,11,750,0,,51,1014,43,4141,43,4141,0,
178226,Westwood College-O'Hare Airport,100,93,6476,93,5983,90,5853,50,576,0,,30,1524,100,12952,96,11914,61,2521
178341,Missouri Southern State University,86,85,6318,56,5486,56,5307,17,604,41,1190,47,3800,53,5032,53,4963,0,7763
178350,Missouri Tech,67,33,4163,33,4163,33,4163,0,,0,,0,,67,5500,67,5500,0,
178387,Missouri Western State University,97,91,5708,55,4827,54,4336,32,938,57,2065,43,3164,62,5339,62,5260,1,5316
178396,University of Missouri-Columbia,81,68,6645,22,4903,22,4028,19,999,32,1284,59,5096,53,6246,52,5557,4,10117
178402,University of Missouri-Kansas City,93,90,5562,38,4979,38,4195,28,1088,41,984,69,3913,60,6202,60,5761,3,10859
178679,Ozark Christian College,100,99,4980,44,4116,44,3684,24,796,0,,97,3227,58,5010,58,4663,8,2629
179043,Rockhurst University,99,87,21135,30,4546,29,3394,25,1435,34,2036,87,18805,66,6559,66,6034,3,12924
179159,Saint Louis University-Main Campus,90,89,17104,21,5807,21,4143,20,1753,18,2045,85,16039,57,7171,57,5662,6,14060
179548,Stephens College,100,100,15424,47,5234,47,4897,44,364,41,1752,95,12903,79,5701,78,5728,1,2000
179566,Missouri State University-Springfield,85,66,5836,34,4793,34,4049,28,895,41,969,42,4307,69,4507,69,4145,4,7364
180179,Montana State University-Billings,86,70,4667,48,4206,48,3951,15,835,19,2347,32,2477,66,5351,65,5212,2,6926
180258,University of Great Falls,98,97,11756,47,4341,47,4200,8,841,11,1033,91,10199,75,9303,75,8922,3,9913
180489,The University of Montana,85,71,4354,38,4889,38,4531,17,804,5,666,39,3143,59,6035,59,5668,2,10844
180595,Rocky Mountain College,100,100,14019,43,5113,43,4150,38,1115,12,1204,99,11751,73,6636,73,5613,7,11538
180832,Clarkson College,91,73,3172,9,4575,9,4575,0,,9,1400,73,2425,64,11773,64,7536,27,9887
180878,BryanLGH College of Health Sciences,71,55,3725,35,4532,35,3918,29,750,35,780,39,408,71,7458,71,5899,13,8575
181002,Creighton University,99,98,18472,21,6044,21,3420,20,2749,4,2783,98,17036,62,7481,62,6226,6,13487
181093,Grace University,100,100,10524,55,4586,55,3911,39,946,30,1097,100,7690,66,5257,66,5110,3,3083
181297,Nebraska Methodist College of Nursing & Allied Health,95,90,6336,36,5026,36,3819,28,1536,5,1700,79,4774,79,8281,79,7477,5,12465
181394,University of Nebraska at Omaha,80,57,5457,33,4391,31,4132,23,709,10,1285,41,3726,46,5229,46,4929,2,7892
181446,Nebraska Wesleyan University,100,100,12088,31,4505,31,3652,31,968,24,764,100,10486,74,6271,70,6108,5,8393
181464,University of Nebraska-Lincoln,83,63,6257,24,4516,24,3728,22,911,11,1579,57,4754,47,5462,47,4922,3,9374
181604,College of Saint Mary,100,100,16523,50,5504,50,4000,45,1663,40,1103,100,13325,86,6019,86,5268,5,13527
181738,Union College,99,93,11962,54,3822,45,4123,25,730,16,2060,71,12221,99,4017,99,3636,9,4221
182281,University of Nevada-Las Vegas,90,85,5220,44,3953,44,3696,18,753,68,1731,57,2654,69,4807,69,4628,1,12291
182290,University of Nevada-Reno,90,85,4595,29,4341,29,3905,17,737,65,1686,60,2584,38,7241,37,6646,5,5056
182430,Morrison University,100,93,5098,93,5098,93,4637,29,1500,0,,0,,86,9140,86,9140,0,
182661,Daniel Webster College,95,44,4189,36,4505,36,3603,22,1466,22,571,1,7500,84,7399,83,5784,13,10801
183026,Southern New Hampshire University,96,93,15500,34,4801,34,3880,26,1190,23,900,89,14060,90,10321,90,9050,9,13649
183071,University of New Hampshire at Manchester,80,53,4772,37,4274,37,3443,35,876,9,900,36,2409,63,6066,63,5520,7,5230
183211,Rivier College,100,98,12665,35,5301,35,4296,32,1104,21,1039,98,10545,90,9339,89,6145,21,13750
185828,New Jersey Institute of Technology,86,72,13573,38,4976,38,4381,27,844,34,7413,45,11957,47,6293,47,5160,5,11848
186371,Rutgers University-Camden,83,58,8717,37,4770,37,4220,24,885,35,6006,35,3506,66,7482,66,5644,12,10100
186380,Rutgers University-New Brunswick,78,53,10836,29,5128,29,4295,26,973,26,6428,45,5828,60,8112,59,5699,11,13645
186399,Rutgers University-Newark,78,61,10679,45,4995,45,4338,35,842,42,6444,35,4518,53,7295,52,5821,7,11060
187985,University of New Mexico-Main Campus,97,95,5777,39,4549,38,4491,6,931,78,2635,59,2867,27,4705,27,4516,1,7778
188146,Santa Fe University of Art and Design,98,98,15092,51,7084,51,4541,50,2596,0,,97,11522,87,7034,87,6416,4,13125
188526,Albany College of Pharmacy and Health Sciences,80,78,9783,21,5422,21,4076,19,1510,40,1684,75,7825,79,9928,79,5392,22,16348
189097,Barnard College,55,44,32883,22,5971,22,4468,22,1503,17,3906,41,30569,36,4203,36,4036,1,6791
189228,Berkeley College-New York,91,90,9906,74,4858,74,4609,55,341,70,3350,89,3366,82,6304,80,5889,38,1240
189264,Beth Hatalmud Rabbinical College,80,80,5706,47,6260,47,5660,47,600,0,,67,2466,0,,0,,0,
189273,Beth Hamedrash Shaarei Yosher Institute,70,70,6092,45,7370,45,5264,30,3160,0,,30,3160,0,,0,,0,
189705,Canisius College,97,97,22049,39,5804,38,4027,36,2060,55,2793,96,18274,75,7080,74,5709,10,10289
189857,Central Yeshiva Tomchei Tmimim Lubavitz,99,99,5308,94,5033,94,4956,30,241,0,,74,685,0,,0,,0,
190114,Metropolitan College of New York,90,87,8091,76,4495,76,4395,13,574,51,3501,85,2132,80,7756,80,7667,1,9170
190150,Columbia University in the City of New York,61,53,37608,18,7072,18,4318,17,2926,8,3586,52,35422,17,7208,15,5551,3,13707
190372,Cooper Union for the Advancement of Science and Art,100,100,35161,13,5502,13,4598,11,1092,17,1867,100,34109,20,4673,19,4264,1,13257
190415,Cornell University,66,55,30401,15,5820,15,4143,12,2084,16,2333,51,30529,32,5521,31,3989,7,7960
190512,CUNY Bernard M Baruch College,79,79,7496,51,5694,51,5184,34,790,74,3148,15,4403,5,4585,5,4585,0,
190549,CUNY Brooklyn College,85,84,6851,60,5195,60,4755,39,688,79,3109,3,4270,8,4503,8,4503,0,
190558,CUNY College of Staten Island,76,72,5791,51,4766,51,4516,18,698,65,2554,2,2767,13,4624,13,4624,0,
190567,CUNY City College,84,82,7200,60,5402,60,4857,44,747,79,3152,3,5045,10,4615,10,4615,0,
190594,CUNY Hunter College,80,78,6025,47,5360,47,4786,37,730,74,2546,7,4042,8,4785,8,4785,0,
190600,CUNY John Jay College of Criminal Justice,82,80,7352,65,5044,65,4767,27,686,76,3445,0,2500,9,4554,9,4554,0,
190637,CUNY Lehman College,91,89,8028,73,5401,73,4993,43,686,83,3609,8,3490,8,4192,8,4192,0,
190664,CUNY Queens College,72,69,6672,45,5458,45,4940,33,725,65,3029,4,4675,7,4893,7,4893,0,
190691,CUNY York College,83,82,7584,71,5112,71,4806,31,698,77,3327,1,1300,5,3573,5,3573,0,
190716,D'Youville College,99,99,13758,51,4042,51,3756,15,991,59,2597,95,10543,86,8359,85,7263,11,9084
190983,Elmira College,99,99,25116,33,4414,33,3401,30,1088,34,2011,99,22955,82,5426,82,5426,0,
191241,Fordham University,92,91,19513,19,5984,19,4539,18,1635,20,3473,91,17518,64,7201,64,5288,6,20384
192040,Jewish Theological Seminary of America,78,78,20848,0,,0,,0,,0,,78,20848,42,6574,40,5550,2,25000
192110,The Juilliard School,76,72,23174,11,5516,11,3668,10,1990,2,775,72,22327,45,5741,44,5360,2,11063
192271,LIM College,86,70,5956,37,4720,37,3824,27,1235,15,2211,65,3202,74,8092,72,5400,10,20078
192323,Le Moyne College,100,100,17326,52,4730,40,4053,50,1672,58,2424,99,13477,84,8021,84,6026,14,12377
192439,Long Island University-Brooklyn Campus,94,94,15901,71,6054,70,4533,67,1697,56,4236,90,9197,68,6442,68,5821,3,14142
192624,Machzikei Hadath Rabbinical College,90,90,7680,76,5638,76,5337,34,664,0,,86,3025,0,,0,,0,
192703,Manhattan College,91,88,15790,30,5001,30,4214,29,816,35,3042,88,12868,68,7891,67,5379,10,16675
192712,Manhattan School of Music,72,60,20700,17,5837,17,3881,17,1956,10,1748,58,19379,37,6182,37,5765,2,7500
192864,Marymount Manhattan College,88,86,10897,33,4659,32,4263,14,1207,17,2891,86,8543,63,6585,62,5682,4,15162
192925,Medaille College,99,98,14617,57,4754,56,4269,27,1198,78,2703,95,9968,98,6192,98,5755,6,6653
193052,Mesivta Torah Vodaath Rabbinical Seminary,88,88,6630,54,7332,54,4982,54,2350,0,,69,2769,0,,0,,0,
193061,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,90,90,6549,50,7128,50,5728,30,2333,0,,90,2589,0,,0,,0,
193070,Mesivtha Tifereth Jerusalem of America,94,94,5488,56,6830,56,5205,56,1625,0,,44,3125,0,,0,,0,
193247,Mirrer Yeshiva Cent Institute,95,95,6503,50,4085,50,3700,11,1707,0,,95,4357,0,,0,,0,
193353,Mount Saint Mary College,97,96,12783,36,5251,34,4210,28,1598,42,2782,96,9637,79,6222,79,5408,5,13187
193399,College of Mount Saint Vincent,98,98,16874,57,4829,57,4545,27,610,66,3049,98,11990,87,6192,87,5693,6,7701
193654,The New School,99,97,15211,35,5064,35,4327,31,946,8,3730,96,13122,58,8089,57,5825,7,19632
193900,New York University,60,55,18620,20,6757,20,4467,20,2384,11,3798,54,15720,44,6801,44,5678,2,23233
194116,New York School of Interior Design,46,42,14765,23,6508,23,5308,23,1200,8,4183,38,11500,38,10812,38,5400,8,27060
194310,Pace University-New York,99,98,23268,46,5282,45,4412,37,1155,36,3177,98,19651,70,7441,70,6167,6,14278
194541,Polytechnic Institute of New York University,97,97,23534,45,6424,45,4790,43,1683,47,3682,97,18769,64,6394,64,5470,3,18657
194578,Pratt Institute-Main,88,85,15918,27,4660,27,4194,13,967,12,3805,78,14966,54,7125,53,5554,7,13006
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,90,90,9114,28,6874,28,5023,15,3395,0,,90,7013,0,,0,,0,
194666,Rabbinical College Bobover Yeshiva Bnei Zion,92,92,6047,92,6047,92,5458,15,3529,0,,0,,0,,0,,0,
194675,Rabbinical College of Ch'san Sofer New York,100,100,6765,100,6550,100,5125,100,1425,0,,100,215,0,,0,,0,
194718,Rabbinical Seminary M'kor Chaim,89,89,5669,39,6200,39,4914,17,3000,0,,67,3943,0,,0,,0,
194763,Rabbinical Seminary of America,23,23,8523,11,5047,11,4425,11,622,0,,22,6473,0,,0,,0,
194824,Rensselaer Polytechnic Institute,96,96,20778,22,10355,19,3973,21,7358,18,2302,96,17933,64,9298,64,6649,10,16977
195030,University of Rochester,91,89,24622,20,7230,19,4227,20,3190,20,2346,89,22455,57,6328,52,5606,5,12700
195128,The Sage Colleges,99,99,23129,59,4305,59,4021,19,856,68,2539,97,19212,83,6487,83,6022,3,12218
195173,St. Francis College,97,92,10714,44,4810,44,4401,24,768,46,3089,79,8034,56,5836,56,5438,2,10451
195234,The College of Saint Rose,98,98,13838,39,5254,39,3942,36,1425,52,2388,97,10516,84,6241,84,5394,10,6872
195544,Saint Joseph's College-New York,97,95,10410,33,5179,32,4305,21,1577,50,2520,89,7701,54,5387,54,5159,2,8320
195809,St John's University-New York,96,95,19977,47,5620,47,4387,40,1458,40,3217,95,15932,76,6577,70,5738,6,17056
196060,SUNY at Albany,79,59,6912,37,5069,37,4327,34,837,46,2931,15,5543,64,5970,64,5538,3,10355
196103,SUNY College of Environmental Science and Forestry,99,81,4416,26,4036,24,3193,26,1097,40,1937,74,2372,68,5788,67,5271,4,9471
