id,name,average_amount_any_grant_aid,average_amount_any_loan_aid,average_coa,size_category,control,degree_urbanization,state
417752,Messenger College,5140,4305,18854,Under 1-000,Private not-for-profit,Small,Missouri
419457,Argosy University-Washington D.C.,4856,9833,22633,1-000 - 4-999,Private for-profit,Midsize,Virginia
419509,University of Phoenix-Sacramento Valley Campus,5009,8523,22252.5,1-000 - 4-999,Private for-profit,Large,California
420042,University of Phoenix-Hawaii Campus,4530,9023,21753.5,1-000 - 4-999,Private for-profit,Large,Hawaii
420352,The College of Saint Thomas More,10144,9000,18266.66667,Under 1-000,Private not-for-profit,Large,Texas
420866,Argosy University-Schaumburg,3303,8192,22633,Under 1-000,Private for-profit,Small,Illinois
421009,University of Phoenix-Louisiana Campus,5113,9092,20130.5,Under 1-000,Private for-profit,Midsize,Louisiana
421018,University of Phoenix-Metro Detroit Campus,5202,9154,22252.5,1-000 - 4-999,Private for-profit,Small,Michigan
426314,Embry-Riddle Aeronautical University-Worldwide,1979,5250,15856,10-000 - 19-999,Private not-for-profit,Small,Florida
428268,Argosy University-Tampa,2775,4750,22633,Under 1-000,Private for-profit,Large,Florida
428286,The Illinois Institute of Art-Schaumburg,7803,8689,31210,1-000 - 4-999,Private for-profit,Small,Illinois
428444,The Art Institute of Phoenix,6748,8148,30446,1-000 - 4-999,Private for-profit,Large,Arizona
430087,Colorado Technical University-Greenwood Village,4186,7082,19252,1-000 - 4-999,Private for-profit,Large,Colorado
430670,San Juan Bautista School of Medicine,0,0,11842,Under 1-000,Private not-for-profit,Small,Puerto Rico
430810,New Hampshire Institute of Art,8316,8988,30968,Under 1-000,Private not-for-profit,Midsize,New Hampshire
431983,Yeshiva of the Telshe Alumni,9250,0,16500,Under 1-000,Private not-for-profit,Large,New York
432199,DeVry College of New York,5899,7472,28220.5,1-000 - 4-999,Private for-profit,Large,New York
432214,DeVry University-Indiana,4893,8279,27297.5,Under 1-000,Private for-profit,Large,Indiana
432533,The Art Institute of California-Los Angeles,7976,7657,32221,1-000 - 4-999,Private for-profit,Small,California
434955,University of Phoenix-North Florida Campus,5153,9343,21129.5,1-000 - 4-999,Private for-profit,Large,Florida
434982,University of Phoenix-Oklahoma City Campus,5785,8922,20130.5,Under 1-000,Private for-profit,Large,Oklahoma
434991,University of Phoenix-Tulsa Campus,5365,8532,20130.5,Under 1-000,Private for-profit,Large,Oklahoma
436094,Argosy University-Phoenix,5550,9376,22633,Under 1-000,Private for-profit,Large,Arizona
436836,University of Connecticut-Stamford,5698,4903,23516,1-000 - 4-999,Public,Midsize,Connecticut
437097,University of Management and Technology (The),1076,6000,21520,Under 1-000,Private for-profit,Midsize,Virginia
437848,Westwood College-Anaheim,7652,12216,29961.5,1-000 - 4-999,Private for-profit,Large,California
438382,University of Phoenix-Southern Colorado Campus,4738,9038,20130.5,Under 1-000,Private for-profit,Large,Colorado
438586,American InterContinental University-Atlanta,5735,7772,24083,1-000 - 4-999,Private for-profit,Small,Georgia
439057,Argosy University-Seattle,4663,9750,24457,Under 1-000,Private for-profit,Large,Washington
439330,DeVry University-Maryland,4137,8810,28220.5,Under 1-000,Private for-profit,Small,Maryland
439613,Crossroads Bible College,9083,9745,22953.33333,Under 1-000,Private not-for-profit,Large,Indiana
439701,King's University,4869,8400,20829,Under 1-000,Private not-for-profit,Large,California
440341,The Art Institute of Washington,5935,7429,30734,1-000 - 4-999,Private for-profit,Midsize,Virginia
440439,University of Phoenix-Dallas Campus,5229,9102,21378.5,1-000 - 4-999,Private for-profit,Large,Texas
440448,University of Phoenix-Houston Campus,4684,9369,21378.5,1-000 - 4-999,Private for-profit,Large,Texas
440536,DeVry University-Virginia,4448,7761,28220.5,1-000 - 4-999,Private for-profit,Midsize,Virginia
441973,The Art Institute of California-Orange County,7478,8336,32930,1-000 - 4-999,Private for-profit,Large,California
442143,University of Phoenix-Kansas City Campus,5192,8646,21378.5,Under 1-000,Private for-profit,Large,Missouri
442152,University of Phoenix-Atlanta Campus,5314,8903,20130.5,1-000 - 4-999,Private for-profit,Small,Georgia
442161,University of Phoenix-Chicago Campus,4902,8828,21129.5,1-000 - 4-999,Private for-profit,Small,Illinois
442170,University of Phoenix-Nashville Campus,5292,7944,20130.5,1-000 - 4-999,Private for-profit,Large,Tennessee
442189,University of Phoenix-Northern Virginia Campus,5025,8759,20130.5,Under 1-000,Private for-profit,Small,Virginia
442569,Grantham University,578,2775,12681.5,5-000 - 9-999,Private for-profit,Large,Missouri
442842,Pacific College of Oriental Medicine-Chicago,5438,10062,30874,Under 1-000,Private for-profit,Large,Illinois
443049,Faith Evangelical College & Seminary,3700,9455,17684,Under 1-000,Private not-for-profit,Midsize,Washington
443340,Williamson Christian College,5295,4720,20135,Under 1-000,Private not-for-profit,Small,Tennessee
443465,University of Phoenix-Wichita Campus,4516,9100,20505.5,Under 1-000,Private for-profit,Large,Kansas
443474,University of Phoenix-Charlotte Campus,5188,8746,21129.5,1-000 - 4-999,Private for-profit,Large,North Carolina
443544,University of Phoenix-Indianapolis Campus,5006,8621,21129.5,Under 1-000,Private for-profit,Large,Indiana
443687,Westwood College-Chicago Loop,6074,12065,28950,Under 1-000,Private for-profit,Large,Illinois
443766,Strayer University-Tennessee,3821,8401,26590.5,1-000 - 4-999,Private for-profit,Large,Tennessee
443881,University of Phoenix-Columbus Georgia Campus,5436,8943,21129.5,1-000 - 4-999,Private for-profit,Midsize,Georgia
443890,University of Phoenix-Memphis Campus,5464,9310,21129.5,1-000 - 4-999,Private for-profit,Large,Tennessee
443924,University of Phoenix-Little Rock Campus,5188,8827,20130.5,1-000 - 4-999,Private for-profit,Midsize,Arkansas
444398,Baptist University of the Americas,4991,3940,15433.33333,Under 1-000,Private not-for-profit,Large,Texas
444413,Beis Medrash Heichal Dovid,6498,0,19233.33333,Under 1-000,Private not-for-profit,Large,New York
444778,New Life Theological Seminary,3252,6966,19109,Under 1-000,Private not-for-profit,Large,North Carolina
444927,The Art Institute of Tucson,6037,8343,30045,Under 1-000,Private for-profit,Large,Arizona
445072,Westwood College-Atlanta Midtown,6342,11751,28850.5,Under 1-000,Private for-profit,Large,Georgia
445124,International Academy of Design and Technology-Troy,4626,7737,21281,Under 1-000,Private for-profit,Small,Michigan
445133,American InterContinental University-Houston,4530,7146,22106,Under 1-000,Private for-profit,Large,Texas
445717,University of Phoenix-Central Valley Campus,5332,8584,22252.5,1-000 - 4-999,Private for-profit,Large,California
446613,W L Bonner College,9000,9951,12662.66667,Under 1-000,Private not-for-profit,Midsize,South Carolina
446640,Harrisburg University of Science and Technology,12089,6523,32306.66667,Under 1-000,Private not-for-profit,Small,Pennsylvania
446701,University of Phoenix-Cheyenne Campus,0,0,20130.5,Under 1-000,Private for-profit,Small,Wyoming
446710,University of Phoenix-Springfield  Campus,5032,8667,20130.5,Under 1-000,Private for-profit,Midsize,Missouri
446729,University of Phoenix-Des Moines Campus,5693,9000,21129.5,Under 1-000,Private for-profit,Small,Iowa
446738,University of Phoenix-San Antonio Campus,5006,8929,21378.5,1-000 - 4-999,Private for-profit,Large,Texas
446747,University of Phoenix-Austin Campus,4650,8331,21378.5,Under 1-000,Private for-profit,Large,Texas
447069,Westwood College-Arlington Ballston,5798,11931,30805,Under 1-000,Private for-profit,Midsize,Virginia
447485,DeVry University-Oklahoma,5121,9219,27377.5,Under 1-000,Private for-profit,Large,Oklahoma
447661,University of Phoenix-Northern Nevada Campus,4397,8833,21129.5,Under 1-000,Private for-profit,Midsize,Nevada
447953,SUM Bible College and Theological Seminary,7141,6929,23827,Under 1-000,Private not-for-profit,Large,California
448309,Shorter University-College of Adult & Professional Programs,4780,7950,22530,1-000 - 4-999,Private not-for-profit,Small,Georgia
448521,University of Phoenix-Omaha Campus,4885,9056,20130.5,Under 1-000,Private for-profit,Large,Nebraska
448530,University of Phoenix-Northwest Arkansas Campus,4850,8474,20130.5,Under 1-000,Private for-profit,Small,Arkansas
448558,University of Phoenix-Madison Campus,5274,8044,20130.5,Under 1-000,Private for-profit,Midsize,Wisconsin
448734,Argosy University-Denver,3404,7708,22633,Under 1-000,Private for-profit,Large,Colorado
448822,University of Phoenix-Fairfield County Campus,5550,9470,20130.5,Under 1-000,Private for-profit,Small,Connecticut
448840,University of South Florida-St. Petersburg Campus,5544,7081,19990,1-000 - 4-999,Public,Midsize,Florida
449764,Visible Music College,4072,8703,23420,Under 1-000,Private not-for-profit,Large,Tennessee
449898,South University-Tampa,4130,7973,27309,Under 1-000,Private for-profit,Large,Florida
449931,Averett University-Non-Traditional Programs,5181,6360,21888,1-000 - 4-999,Private not-for-profit,Small,Virginia
450085,The Art Institute of Charleston,5882,8964,30750,Under 1-000,Private for-profit,Midsize,South Carolina
450377,Strayer University-Alabama,2840,5296,25735.5,1-000 - 4-999,Private for-profit,Midsize,Alabama
450456,University of Phoenix-Birmingham Campus,5490,8920,21129.5,Under 1-000,Private for-profit,Small,Alabama
450474,University of Phoenix-Augusta Campus,5436,8478,20130.5,1-000 - 4-999,Private for-profit,Midsize,Georgia
450483,University of Phoenix-Washington DC Campus,5300,9500,20130.5,Under 1-000,Private for-profit,Large,District of Columbia
450492,University of Phoenix-Chattanooga Campus,5327,8375,21129.5,Under 1-000,Private for-profit,Midsize,Tennessee
450508,DeVry University-Michigan,6458,9017,27297.5,Under 1-000,Private for-profit,Small,Michigan
450517,DeVry University-Tennessee,5442,8591,27377.5,Under 1-000,Private for-profit,Large,Tennessee
450526,Argosy University-Inland Empire,6338,8167,24036,Under 1-000,Private for-profit,Midsize,California
450535,Argosy University-Nashville,4822,8998,22633,Under 1-000,Private for-profit,Large,Tennessee
450544,Argosy University-San Diego,4450,0,23959,Under 1-000,Private for-profit,Large,California
451060,Digital Media Arts College,6023,7369,25239,Under 1-000,Private for-profit,Small,Florida
451404,Talmudical Seminary of Bobov,6515,0,17295,Under 1-000,Private not-for-profit,Large,New York
451820,The Art Institute of Austin,5577,7198,29622,1-000 - 4-999,Private for-profit,Small,Texas
451848,The Art Institute of California«ÉœSunnyvale,6046,8855,32554,Under 1-000,Private for-profit,Midsize,California
453127,Strayer University-Kentucky,1726,4613,25915.5,Under 1-000,Private for-profit,Large,Kentucky
454184,The King«ÉŸs College,21158,6059,46913.66667,Under 1-000,Private not-for-profit,Large,New York
454236,Chamberlain College of Nursing-Ohio,5385,9481,27686.5,Under 1-000,Private for-profit,Large,Ohio
454245,Chamberlain College of Nursing-Arizona,6367,13589,28868.5,Under 1-000,Private for-profit,Large,Arizona
454689,Taft University System,0,0,19600,Under 1-000,Private for-profit,Large,California
454856,Denver School of Nursing,3627,11425,25555.5,Under 1-000,Private for-profit,Large,Colorado
455257,Yeshiva of Machzikai Hadas,6588,0,17295,Under 1-000,Private not-for-profit,Large,New York
455770,Providence Christian College,18742,5723,32382.66667,Under 1-000,Private not-for-profit,Midsize,California
456348,Argosy University-Phoenix Online Division,4562,7988,35012,10-000 - 19-999,Private for-profit,Large,Arizona
456834,Globe University-Minneapolis,5061,15267,27958.5,Under 1-000,Private for-profit,Large,Minnesota
456959,University of Minnesota-Rochester,5310,5769,20442,Under 1-000,Public,Midsize,Minnesota
457129,Chamberlain College of Nursing-Florida,6500,10000,28379.5,Under 1-000,Private for-profit,Large,Florida
457484,New Hope Christian College,2791,7463,16980,Under 1-000,Private not-for-profit,Large,Hawaii
457697,City Vision College,1923,0,1923,Under 1-000,Private not-for-profit,Large,Missouri
458469,National University College-Ponce,4706,3282,15758.5,Under 1-000,Private for-profit,Midsize,Puerto Rico
458885,Strayer University-Arkansas,0,0,25915.5,Under 1-000,Private for-profit,Midsize,Arkansas
458937,Strayer University-Louisiana,0,0,25915.5,Under 1-000,Private for-profit,Midsize,Louisiana
458955,Strayer University-Mississippi,1640,0,25915.5,Under 1-000,Private for-profit,Midsize,Mississippi
458964,Strayer University-South Carolina,3003,9843,25915.5,1-000 - 4-999,Private for-profit,Small,South Carolina
458973,Strayer University-Texas,5950,11316,25915.5,Under 1-000,Private for-profit,Large,Texas
458982,The Art Institute of San Antonio,6661,11514,30662,Under 1-000,Private for-profit,Large,Texas
459268,South University«ÉœVirginia Beach,4485,8847,27259,Under 1-000,Private for-profit,Large,Virginia
459994,Strayer University-Global Region,2056,6505,25915.5,1-000 - 4-999,Private for-profit,Large,District of Columbia
460075,California University of Management and Sciences,0,0,17560,Not reported,Private not-for-profit,Large,California
460738,American Sentinel University,0,0,15173,1-000 - 4-999,Private for-profit,Large,Colorado
460783,Remington College,4161,8291,20091,Under 1-000,Private not-for-profit,Large,Florida
460871,Chamberlain College of Nursing-Virginia,0,7500,29222.5,Under 1-000,Private for-profit,Midsize,Virginia
461032,Carolina Bible College,0,0,11297.5,Under 1-000,Private not-for-profit,Midsize,North Carolina
462354,John Paul the Great Catholic University,9346,16254,36624,Under 1-000,Private not-for-profit,Large,California
462363,ITT Technical Institute-Durham,0,0,25563.5,Under 1-000,Private for-profit,Midsize,North Carolina
462406,University of Phoenix-Delaware,0,0,20130.5,Under 1-000,Private for-profit,Small,Delaware
466152,National American University-Tulsa,0,0,21253.5,Under 1-000,Private for-profit,Large,Oklahoma
466189,National American University-Colorado Springs South,2425,9503,21699.5,Under 1-000,Private for-profit,Large,Colorado
466930,Chamberlain College of Nursing-Texas,0,0,28868.5,Under 1-000,Private for-profit,Large,Texas
468015,South University-The Art Institute of Fort Worth,5537,7164,29517,Under 1-000,Private for-profit,Large,Texas
470092,Art Institute of Wisconsin (The),6145,7756,29445,Under 1-000,Private for-profit,Large,Wisconsin
474702,University of Phoenix-Knoxville,0,0,20140.5,Under 1-000,Private for-profit,Midsize,Tennessee
474951,University of Phoenix-Baton Rouge,0,0,20130.5,Under 1-000,Private for-profit,Midsize,Louisiana
474960,University of Phoenix-Lafayette,0,0,20130.5,Under 1-000,Private for-profit,Midsize,Louisiana
474979,University of Phoenix-Shreveport-Bossier,0,0,20130.5,Under 1-000,Private for-profit,Small,Louisiana
475121,South University«ÉœSavannah Online,3640,6145,27865.5,20-000 and above,Private for-profit,Midsize,Georgia
475185,Rio Grande Bible Institute,0,0,5894,Under 1-000,Private not-for-profit,Small,Texas
